Unnamed: 0,unique_id,Nom de l'espace vert,Typologie d'espace vert,Catégorie,zipcode,Surface calculée,Superficie totale réelle,Périmètre,Année de l'ouverture,Ancien nom de l'espace vert,Ouverture 24h_24h,SITE_VILLES,Geo Shape,URL_PLAN,Geo point,Adress,type,type_id,df_id,df_unique_id
1,1.0,JARDIN NELSON MANDELA,Promenades ouvertes,Jardin,75001,19366.0,43170.0,1638.09182222,Unknown,JARDIN DES HALLES,Oui,2157,"{""coordinates"":[[[[2.34379270533831,48.863099264961896],[2.343809119258639,48.86309790251561],[2.3438256481090622,48.863098345686055],[2.3438258727901706,48.86309836400552],[2.3438418394857448,48.8631005829992],[2.343857249785958,48.86310455356568],[2.343866807344127,48.86310794973643],[2.3438815300761617,48.86311467122897],[2.343894751389723,48.86312263458026],[2.3439062331734397,48.86313169728807],[2.343903953299014,48.863132840449786],[2.3439053155136524,48.86313410160694],[2.3439106369387543,48.86313995674747],[2.3439140330704658,48.863143694163874],[2.34391473487828,48.863144466952626],[2.343915708567834,48.863145731375795],[2.3439166822461117,48.86314699669825],[2.3439231281014643,48.86315535189055],[2.3439231549426855,48.86315538531352],[2.3439232863432506,48.86315555870843],[2.343928757020102,48.86315432511674],[2.3439845095349052,48.86314175209487],[2.3441266732484745,48.86310968804508],[2.344120443892262,48.86305013694179],[2.3442206582882106,48.86299334916485],[2.344282205861276,48.86307460961893],[2.3444094650009246,48.863045908067164],[2.3447581607554184,48.86296726322879],[2.344741432240305,48.86295441170648],[2.34483099795949,48.86292488187181],[2.34478296454866,48.86286401732216],[2.3447810758212753,48.86279916407645],[2.34469166257918,48.86266780065334],[2.3446929165423365,48.86263984862123],[2.344653845149725,48.86259204392786],[2.344591255471429,48.86249306977811],[2.344570279884775,48.862459298635564],[2.344537493882922,48.86246079185737],[2.344358364957691,48.862519851951085],[2.3442547054632366,48.8625245721715],[2.3440755759980347,48.862583631838525],[2.3439719163511596,48.862588351813756],[2.3437927863347636,48.862647411953375],[2.3436891251722454,48.86265213167591],[2.3435099946274085,48.86271119048961],[2.3434581673796884,48.8627135502582],[2.3434617411920016,48.86274774684939],[2.3435512548009276,48.86286593451795],[2.343558409399519,48.862934326822334],[2.3436479221739623,48.86305251529046],[2.3436537946411184,48.86312163351265],[2.343697888031636,48.863181165653195],[2.3437394127632025,48.86316695255539],[2.3437384534671795,48.86316530328934],[2.3437364026899656,48.86316178549118],[2.343733973742459,48.863154419113584],[2.343733272484218,48.86314689403209],[2.343734313038792,48.86313938749549],[2.3437370686963184,48.86313207203178],[2.343741104545636,48.86312571149937],[2.3437414827833685,48.86312511820594],[2.3437472552783674,48.86311886162772],[2.3437543679146393,48.863113237443685],[2.343762661019529,48.863108368888],[2.3437719547026172,48.863104361096916],[2.343782041994226,48.86310130466868],[2.3437873764093764,48.8631002834814],[2.34379270533831,48.863099264961896]]],[[[2.3431145837820186,48.862307705078685],[2.343112066012954,48.86230760941828],[2.343109559596895,48.86230780251068],[2.343077512028248,48.86231494908597],[2.3430469483502434,48.8623245131501],[2.3430122559441986,48.86233936878452],[2.3429806881994555,48.86235699536485],[2.3429777192289993,48.86235906285302],[2.3429752932329073,48.8623614175158],[2.3429734709313568,48.862364000329706],[2.34297229818773,48.86236674139745],[2.342971807224074,48.86236957164625],[2.342972012623094,48.86237241561086],[2.342972907091557,48.86237520310228],[2.3429744684227782,48.86237785755401],[2.342976652454823,48.86238031397053],[2.3429783608426207,48.862379414109455],[2.342997684357913,48.86236921906982],[2.3429977200337797,48.862369200379355],[2.3430412754291807,48.862346221932945],[2.3430800742174287,48.86233238530787],[2.343121732441144,48.862323220286555],[2.3431219128204384,48.86232318440333],[2.34312301633703,48.862323014188306],[2.34312439847012,48.86232280053508],[2.343125292868261,48.86232148610164],[2.3431253789518625,48.862321469486545],[2.343126235141007,48.86232015844077],[2.3431268157952783,48.86231853830585],[2.343126960803704,48.86231687530907],[2.3431266667600816,48.8623152233927],[2.343125942626951,48.862313628472556],[2.343124809577246,48.86231214102831],[2.343123301130055,48.86231080531198],[2.3431214671943916,48.86230966296747],[2.3431193577812977,48.862308747545114],[2.3431170393028813,48.86230808908789],[2.3431145837820186,48.862307705078685]]],[[[2.346044479879235,48.862016696853345],[2.345958409879475,48.861950579534856],[2.345913709635343,48.86195261507804],[2.345916443647076,48.861983581961155],[2.3459667820034746,48.86204231645283],[2.346044479879235,48.862016696853345]]],[[[2.3462413202948182,48.862294204669496],[2.346196422207866,48.8622351915547],[2.346096351464408,48.862291900848824],[2.3460999283537523,48.862326096482384],[2.3461517577996993,48.862323737382425],[2.3462413202948182,48.862294204669496]]],[[[2.3460104491404548,48.86248547457059],[2.3460068709246977,48.86245127983111],[2.3459550440486545,48.86245364068153],[2.3458654797767378,48.86248317136995],[2.3459102390239748,48.862542264778945],[2.3460104491404548,48.86248547457059]]],[[[2.3457240480055557,48.86223749882523],[2.3457204686543873,48.86220330226351],[2.3456686406491434,48.86220566298296],[2.3455790779929044,48.862235194370385],[2.3456238367135396,48.862294287000445],[2.3457240480055557,48.86223749882523]]],[[[2.345672133326589,48.862110012214316],[2.3456273760724913,48.86205091959993],[2.345527162296676,48.86210770858813],[2.3455307415369884,48.86214190336005],[2.34558256946246,48.86213954449871],[2.345672133326589,48.862110012214316]]],[[[2.345816949973681,48.86204460835679],[2.3457716773938544,48.86198269172372],[2.345675627342919,48.862014362344],[2.3457616957036898,48.86208048165314],[2.3458135249431917,48.86207812090057],[2.345816949973681,48.86204460835679]]],[[[2.3455279391519572,48.86183623851665],[2.3454752980017215,48.86183250342328],[2.3454674893267464,48.861835079615815],[2.3454755739005564,48.861851011706136],[2.3453970054779822,48.86187691756712],[2.3454304913208373,48.86192112828263],[2.3454332928130888,48.86194789469632],[2.3455620320270985,48.86190570169731],[2.3455307048318375,48.86186434026509],[2.3455279391519572,48.86183623851665]]],[[[2.343447579846535,48.86205769621769],[2.343445153962429,48.862053014395684],[2.343323571003046,48.86208043303625],[2.3433267826084934,48.862086689432836],[2.343364646261802,48.86215978660854],[2.343368771062236,48.86216767133624],[2.3434701286513473,48.86214481200908],[2.343454536865459,48.86212422494685],[2.343447579846535,48.86205769621769]]],[[[2.345995502910836,48.8617928298514],[2.345951389372025,48.861734462136376],[2.345861737650787,48.86176399955128],[2.345809908725964,48.8617663603254],[2.3458134867428213,48.86180055689047],[2.345850711135575,48.861849704658994],[2.34585830189755,48.86185981434573],[2.345861909455929,48.86185844187469],[2.3459478085713346,48.86183011785715],[2.3459996301995427,48.86182769133088],[2.345995502910836,48.8617928298514]]],[[[2.3460068330795605,48.86217371412339],[2.3460032548988776,48.8621395184749],[2.345951425606894,48.862141879309526],[2.3458618645383376,48.862171414514854],[2.3457722980066484,48.8622009424283],[2.345858369535653,48.862267060772425],[2.345910197593378,48.862264699970936],[2.345962028361034,48.8622623400612],[2.3460515922212664,48.86223280749607],[2.3460068330795605,48.86217371412339]]],[[[2.3454752473481784,48.86163636082275],[2.345510190363228,48.86162847938419],[2.3455362646551396,48.86167880648105],[2.3455920507870958,48.861666221196636],[2.3455798140703905,48.86164260396385],[2.345685498764141,48.86161876544862],[2.3457886121402924,48.86159550815191],[2.345815156633682,48.86161589937331],[2.345892568857533,48.86159843898529],[2.3458258306527004,48.861509852674594],[2.3454286063492797,48.86159944920864],[2.345435712495806,48.8616668896915],[2.3454580921769113,48.8616964378533],[2.34550132299587,48.86168668613575],[2.3454752473481784,48.86163636082275]]],[[[2.344918545791559,48.861773192143964],[2.345003229826212,48.8617452704528],[2.3450397247638226,48.86179393783373],[2.3451688708437777,48.86176480870473],[2.3451038078173756,48.8616789076241],[2.34490281810612,48.861724243592796],[2.3448350723435385,48.861739526778635],[2.3446061951974433,48.8617911435076],[2.344415925454086,48.861834072254005],[2.3444789495224105,48.86191728337684],[2.3445007195974434,48.86191237167076],[2.344502659954156,48.86188783190811],[2.344566671460645,48.86187339453087],[2.34459238538698,48.86186790004612],[2.3445893729112064,48.86183908643709],[2.344635760184856,48.86183697518916],[2.344814886470459,48.86177791284532],[2.344918545791559,48.861773192143964]]],[[[2.343655317314776,48.8633692841397],[2.3436341876010203,48.86334138294716],[2.3436162369065343,48.863317682945734],[2.3435918289193474,48.86328545769284],[2.34356714266226,48.86329100526218],[2.343490273936143,48.8633083412103],[2.343484115310356,48.8633096474525],[2.343484702765003,48.863316249180684],[2.3434865700827237,48.86333410785549],[2.343424760065608,48.86334804859446],[2.3434180409329133,48.86334288635602],[2.3433996709568916,48.86332877555223],[2.343371095332836,48.863335218176594],[2.3431373472375734,48.86338793492254],[2.3430378010798787,48.86341038570389],[2.343026508288446,48.863413366201826],[2.3430411791738734,48.86343273681979],[2.3430859346589497,48.86349183212621],[2.3430868070175626,48.86350015856711],[2.343087920009424,48.86351080574321],[2.343145730643838,48.863494726166714],[2.34328823120092,48.86345509066794],[2.3433537981093613,48.8634403935778],[2.343484914874802,48.863410829219845],[2.3435606120199255,48.86339366671909],[2.343655317314776,48.8633692841397]]],[[[2.343681566140359,48.86209712549451],[2.3442391287104525,48.86197137291909],[2.3443184871680187,48.861953474539725],[2.344302896478482,48.86193288669265],[2.344295403060031,48.86186124047809],[2.344193879614726,48.86188413826808],[2.3441988274404855,48.86189367688219],[2.343642717218361,48.86202213888025],[2.3436374675408453,48.86201200681753],[2.3435716772024238,48.86202684404371],[2.3436338441798545,48.862107888870604],[2.343681566140359,48.86209712549451]]],[[[2.3460228577966977,48.86285919040674],[2.346124452689299,48.862836116097135],[2.3461245245193534,48.86283625768699],[2.346199684340525,48.862819304626186],[2.346387741562843,48.86277688620527],[2.346482473353113,48.86275551884143],[2.346479345757178,48.862726341344306],[2.3464715703753405,48.86271604273457],[2.3464209475758273,48.86264924430013],[2.346215619310485,48.86269555702916],[2.3460744928055455,48.862727390000295],[2.3460646616149794,48.862729607131804],[2.3460672115536387,48.86275396458331],[2.3460071184588416,48.86276751942538],[2.3459820286856847,48.86274824601511],[2.345855372598496,48.862776814034866],[2.3458616988088017,48.86278516577212],[2.345869097739287,48.86279493174923],[2.345913855906737,48.86285402423354],[2.3459168973162674,48.862883093351115],[2.3459624993674546,48.8628728058308],[2.3460228577966977,48.86285919040674]]],[[[2.3441550369640103,48.863231044827984],[2.344192958536604,48.86322249300038],[2.344216771372755,48.86326845598489],[2.3442203121160374,48.863275109865754],[2.3442772271661196,48.86327284509294],[2.3444263421624383,48.86323921434221],[2.3445545667166354,48.86321029488908],[2.344638802196482,48.86317727262602],[2.3446298684534224,48.863165458452414],[2.344620922040052,48.8631536765851],[2.34459865083534,48.863124270097934],[2.3445934135609465,48.86311735422017],[2.3445897425711784,48.863082261396976],[2.344587699598064,48.86306273348734],[2.3445327538074916,48.863075126842176],[2.3444592033946754,48.863091714443996],[2.344454965746124,48.86309267062039],[2.3444414244289207,48.86309572437326],[2.3443262588804967,48.86312169884516],[2.344322494209069,48.86312254788784],[2.3443115829569696,48.86312500807704],[2.3442499620586927,48.86313890621043],[2.3442112012232785,48.86314764771638],[2.3442082034265472,48.8631483237864],[2.3441586338081204,48.86315950443131],[2.3440287920182583,48.863188787826594],[2.3440297772189846,48.86319823186908],[2.344030340545867,48.86320361574735],[2.3440306313732293,48.86320639182561],[2.344030793347547,48.86320792609937],[2.344030958742803,48.863209513453256],[2.344031392967713,48.8632136753112],[2.3440316934763477,48.863216548571955],[2.3440325135544215,48.86322438367743],[2.344032798314278,48.863227100365506],[2.3440331986779452,48.86323092028611],[2.34403392863945,48.86323790141769],[2.3440342374438528,48.86324087365194],[2.3440345343280486,48.86324371001951],[2.344038039176588,48.86324834107897],[2.344038312808026,48.863248802144845],[2.3440405185140603,48.86325170923096],[2.344044098786495,48.86325641265129],[2.3440530706106784,48.863268224378984],[2.344054556326094,48.863270178707985],[2.344063057550123,48.86328136730631],[2.34414386074778,48.86327815340685],[2.3441709090702902,48.86326167991123],[2.3441550369640103,48.863231044827984]]],[[[2.3428997835470167,48.86346462482662],[2.3428989208526105,48.86345639916378],[2.342848866767791,48.8634676863265],[2.342654398398038,48.86351154340094],[2.342645146502092,48.86351363122946],[2.3426161250339885,48.86352017464947],[2.3425660707925795,48.863531464391144],[2.3424701384838875,48.86355309905945],[2.3423333216625677,48.863583953022996],[2.342333813777318,48.86358859365687],[2.342337155092168,48.86362052982255],[2.3423377642309626,48.86362637442479],[2.3423409858125144,48.863657105706466],[2.342378082863869,48.86372871405866],[2.3423815911921952,48.863734032284896],[2.342386346890074,48.86373890949066],[2.3423922275230784,48.86374321819518],[2.3423990818059846,48.863746848746125],[2.342406730988607,48.863749707528505],[2.3424149756595005,48.86375171790138],[2.3424236024478193,48.86375282922831],[2.342432388168757,48.8637530124031],[2.342441103879097,48.86375226257051],[2.342449524429458,48.86375059827907],[2.342457431156596,48.863748064194176],[2.342464617414698,48.863744724832884],[2.342501183421331,48.86372137004864],[2.342575577889398,48.86366718302053],[2.342620767011162,48.86363830771401],[2.3426718865022496,48.86361411728111],[2.3427278270126575,48.863595134437695],[2.3427389771162233,48.86359201558449],[2.342744431086311,48.86359049146639],[2.342851245364609,48.86356062255958],[2.342929589054972,48.8635395448461],[2.3429288677960414,48.86353858578028],[2.3429326351856865,48.86353752544997],[2.3429033583959287,48.86349882231807],[2.3428997835470167,48.86346462482662]]],[[[2.346382827773445,48.862540024482556],[2.3463379606452706,48.862480795761805],[2.346248433502435,48.862510314347084],[2.3461966024784804,48.86251267617894],[2.346144772824028,48.862515037096486],[2.3460552112800377,48.86254456794017],[2.3459656455342732,48.86257409959298],[2.3459138144452307,48.86257646040294],[2.345861986077526,48.862578821205325],[2.3457724228893837,48.862608352727484],[2.345817182138617,48.86266744616465],[2.3458234106624922,48.86272699718527],[2.3458893160743837,48.86271213237781],[2.345978943716385,48.86269191655689],[2.3461061996234336,48.862663213183566],[2.3461721048852375,48.862648347320246],[2.3462617295705503,48.86262813217077],[2.3463889865402976,48.862599427603286],[2.346382827773445,48.862540024482556]]],[[[2.343554857578266,48.86317769485191],[2.3435137759954126,48.86312341967197],[2.3435101004681163,48.86311859969662],[2.3434877226099684,48.86308905391382],[2.343482797933791,48.86308254710531],[2.3434196037087434,48.86308542368106],[2.3434097529441837,48.86307241544638],[2.3434072202040626,48.86306907037055],[2.343405612604488,48.863066947186454],[2.3434048665633713,48.86306698086595],[2.343401322942254,48.863066729392784],[2.343397898891509,48.86306607566819],[2.343394700465173,48.86306504095901],[2.34339182135921,48.86306365365905],[2.3433893523174185,48.863061960132924],[2.343387366352528,48.863060007547254],[2.343385922666195,48.86305785738242],[2.343385068158869,48.86305557374942],[2.3433848278322276,48.86305322783386],[2.3433852076171573,48.86305088981726],[2.34338619980301,48.86304863070581],[2.3433877667158654,48.863046519542394],[2.343389175848987,48.863045246603825],[2.3433826716818507,48.86303665902998],[2.3433203725998326,48.863057199138325],[2.3432308057856046,48.86308672873821],[2.343178978151651,48.86308908838512],[2.3431817465017626,48.86311558574271],[2.3431825518064673,48.86312328497302],[2.343184032092742,48.863124369615214],[2.3431868723646407,48.863122890488974],[2.3432112260121243,48.863110204855786],[2.3432297920531746,48.863125728742325],[2.343197237434526,48.86314267364494],[2.343169077642875,48.863157332237286],[2.343165244106455,48.863154127510136],[2.3431604205072714,48.86315009354743],[2.3431591875968896,48.86314906512281],[2.3431558059304254,48.863146238802344],[2.3431537745543647,48.863144536881386],[2.343150525068699,48.86314182190584],[2.3431502265988597,48.86314160172642],[2.343143327723294,48.86314551019515],[2.343121748268501,48.8631577388841],[2.3430823346659904,48.86318007186659],[2.3430859123751917,48.86321426667842],[2.3430864792969244,48.8632196820585],[2.343089487340544,48.86324846327276],[2.3431153162194196,48.86328256617154],[2.3431173126584506,48.86328520142292],[2.3431342440963867,48.86330755767917],[2.343149279699922,48.86332740873982],[2.3431510334279424,48.86332972608843],[2.343173523238743,48.86332465399593],[2.343278292450903,48.8633010257386],[2.343296899976904,48.86329682896767],[2.343300188977327,48.86329608616804],[2.3433442007007232,48.863286160549336],[2.3434338262174843,48.86326594752176],[2.343555309387681,48.86323854982064],[2.343561087654931,48.86323724688454],[2.343558434200521,48.86321189234012],[2.343554857578266,48.86317769485191]]],[[[2.3447342111954765,48.86233089088918],[2.3449133390449397,48.86227183022287],[2.345016999339851,48.86226710943834],[2.3451961266495402,48.86220804834537],[2.3452997854289137,48.86220332730819],[2.3453893481999817,48.862173795229594],[2.345358272288463,48.862131851460475],[2.3453444291683243,48.862113170937285],[2.345337435755212,48.862046309372914],[2.345292680343674,48.86198721304028],[2.345251083870236,48.86193229884833],[2.3452509566480866,48.8619310336697],[2.345246878057521,48.86189201115037],[2.3451896743429765,48.86189459226881],[2.345097289597381,48.86192505397481],[2.345090582825093,48.86191619917026],[2.3450704255182284,48.86188965073972],[2.3446198175517186,48.861991285175655],[2.34462196262038,48.86201179664972],[2.3445290818201556,48.862042423378206],[2.3445373800320364,48.8620533806109],[2.3444478156220376,48.86208291204763],[2.3444548805099266,48.86210717197254],[2.344561289120245,48.86224909893049],[2.3445942305914733,48.862280527161595],[2.3445966206435913,48.8622802650505],[2.3445990183079792,48.862280047948396],[2.3446014249475535,48.86227987586278],[2.344603835099069,48.862279749663024],[2.3446062501369545,48.86227966845736],[2.3446086659268346,48.86227963582054],[2.344611081185099,48.862279645450066],[2.344613493117754,48.86227970272674],[2.3446159031217553,48.86227980496016],[2.3446183030191516,48.86227995210554],[2.3446206982394626,48.862280145991356],[2.3446230819788574,48.862280385680904],[2.344625454271381,48.86228066847642],[2.34462781370878,48.86228099796755],[2.344630157598975,48.86228137144152],[2.344632483204845,48.86228178978266],[2.3446347891859074,48.86228225118494],[2.3446370755194414,48.86228275744694],[2.344639336776341,48.86228330674029],[2.3446415770568514,48.86228389818804],[2.3446437868085965,48.86228453263721],[2.3446459715063455,48.86228520831914],[2.3446481229606277,48.86228592608828],[2.3446502466463164,48.862286684175956],[2.344652334373939,48.862287483436674],[2.3446543888922466,48.86228832208677],[2.344656407509158,48.86228919741344],[2.3446583860903956,48.86229011299153],[2.344660327407231,48.8622910652387],[2.344662225985203,48.86229205592378],[2.3446640805177643,48.86229308054282],[2.344665893696896,48.862294141808604],[2.3446676614790216,48.862295236101644],[2.3446693811154966,48.86229636520552],[2.3446710499143357,48.86229752640753],[2.3446726733499026,48.86229871793892],[2.344674244562301,48.86229994335948],[2.3446757636305113,48.8623011963743],[2.3446772291803106,48.86230247787512],[2.344678641211697,48.86230378786197],[2.3446793777051416,48.86230451227201],[2.344679439723804,48.86230456657247],[2.3446801060432665,48.86230523483872],[2.3446807559163245,48.86230591020966],[2.3446813920917258,48.86230659090173],[2.3446820132063557,48.86230727690738],[2.3446826206006035,48.86230797003269],[2.3446832129341817,48.862308668471584],[2.3446837915699996,48.86230937223157],[2.344684355145146,48.862310081305196],[2.344684903636898,48.86231079749094],[2.3446854384535114,48.86231151719923],[2.344685955494744,48.86231224130694],[2.3446864601787025,48.86231297254172],[2.3446869484501875,48.862313708183365],[2.344687423046533,48.86231444734753],[2.344687881219194,48.86231519181782],[2.344688322979482,48.862315940695005],[2.3446887497016173,48.86231669308722],[2.3446891586483667,48.86231744987883],[2.3446895552717746,48.86231821109973],[2.344689935494017,48.86231897582817],[2.344690299315094,48.8623197440642],[2.344690646735206,48.8623205158078],[2.34469097774284,48.86232129195828],[2.3446912937350417,48.86232206982524],[2.3446915933147636,48.86232285209903],[2.3446918751531314,48.86232363607441],[2.344692141964652,48.8623244226655],[2.3446923937380113,48.862325212771665],[2.344692627769915,48.86232600457936],[2.344692844049149,48.86232679898793],[2.344693046653132,48.86232759691895],[2.3446932315496904,48.86232839385368],[2.344693400033764,48.862329195195265],[2.3446935521620103,48.86232999644734],[2.344693939039841,48.86233272448721],[2.3447342111954765,48.86233089088918]]],[[[2.3436030571458826,48.86258601000361],[2.3437821885291568,48.862526950152166],[2.343885848059827,48.86252223124027],[2.3440649775176716,48.86246317275326],[2.3441686355554565,48.862458451790125],[2.3443477658476706,48.86239939198462],[2.3444514250959405,48.86239467078377],[2.3444909398921636,48.86238164254159],[2.344510488538741,48.86237519787097],[2.344493076372254,48.86230360079661],[2.344484399882649,48.86223593134874],[2.344392942695488,48.86211851520217],[2.344388717423943,48.86208556604592],[2.3443438890812645,48.86208747619177],[2.3443250700473524,48.86209368200995],[2.344249845817813,48.86211795153944],[2.344248940587421,48.86211677203153],[2.3442397297747335,48.86210479171727],[2.344159775238091,48.86213103991575],[2.3441519707697935,48.86213143242987],[2.344127305272951,48.8621071200969],[2.3439357929492646,48.86215031466797],[2.3435348082154124,48.862240749466395],[2.3433939697333366,48.86227251432012],[2.343356622810864,48.86227931712312],[2.3433509633238567,48.862280504685856],[2.343327401364842,48.8622845933403],[2.3433016180834385,48.86228723624127],[2.3432361613103954,48.86229147270574],[2.343231633542933,48.8622917662268],[2.3432217390338943,48.86229240712176],[2.343197150797359,48.862293998026736],[2.3431882607267926,48.86229551589907],[2.343179907399952,48.862298031394815],[2.34317234127493,48.86230146404809],[2.343165794000175,48.86230571170539],[2.3431604635012797,48.862310644148586],[2.3431559581848127,48.86231542733218],[2.3431559000096436,48.86231550075938],[2.3431558790999207,48.86231553751786],[2.343158380311244,48.86231521668859],[2.343158766603704,48.862315173841445],[2.3431905965279083,48.86231155868647],[2.343225751677829,48.86230918758229],[2.3432291786428983,48.862308957270066],[2.343285085259458,48.862305187327024],[2.343297545346526,48.86230420166555],[2.3433100777721436,48.86230450606384],[2.343322385474129,48.8623060934958],[2.343334170434887,48.86230892455362],[2.3433451431665118,48.8623129319967],[2.3433491898282286,48.86231501280663],[2.3433503274496172,48.86231559732901],[2.3433550363735995,48.86231801812845],[2.3433565258500093,48.862319020979214],[2.3433580400868586,48.86232000597884],[2.3433595804360285,48.86232097403413],[2.3433611482602235,48.86232192515256],[2.3433627395160546,48.86232285571452],[2.3433643555097583,48.862323770223995],[2.3433659949349943,48.86232466417699],[2.3433676577577605,48.862325540271364],[2.343369345363736,48.86232639671605],[2.343371053663885,48.86232723348863],[2.3433727826583106,48.86232805058909],[2.3433745350729307,48.862328848032384],[2.343376308204493,48.86232962400499],[2.343378100667316,48.862330380298005],[2.3433799138469773,48.86233111512029],[2.3433835941451444,48.86233252300579],[2.3433854626378916,48.86233319517716],[2.3433873491328843,48.862333844963594],[2.3433892508815304,48.86233447414873],[2.3433911706436517,48.86233508004959],[2.343393105670859,48.862335664449844],[2.3433950559741805,48.862336226450196],[2.3433970201909076,48.8623367660432],[2.3433989996951787,48.86233728233699],[2.3434009903867272,48.86233777620845],[2.343402653878879,48.862338166658446],[2.343417938073247,48.86234098273111],[2.343432395011073,48.86234530246874],[2.3434456852265915,48.862351022383066],[2.3434574982056238,48.862358013063634],[2.343467555223641,48.86236611019988],[2.343486821676283,48.862386828033664],[2.343492055876362,48.86239245608342],[2.3432209992820527,48.86245445196089],[2.3432258155532395,48.86246381991243],[2.3432556529736734,48.86248700154815],[2.343290196286679,48.862513280269745],[2.3433100247690577,48.862528771509446],[2.343362260998265,48.862526393364604],[2.3433658360977034,48.86256058997191],[2.343365077788501,48.86256116499085],[2.3434098329035793,48.86262025932335],[2.343499400177403,48.862590729584504],[2.3436030571458826,48.86258601000361]]],[[[2.3450409523360083,48.86290348085873],[2.345257833389254,48.862854563187945],[2.345255512954701,48.86283236450785],[2.345148414903451,48.86285651956231],[2.345135186670779,48.86283098757125],[2.3452525984565815,48.862804506585206],[2.3452515422156255,48.862794407437484],[2.345357465884331,48.86277051567039],[2.3456563215861044,48.862703109011065],[2.345634606416442,48.86267443961411],[2.3456274518538405,48.86260604743275],[2.345537933981625,48.862487861289395],[2.3455307782086403,48.86241946908328],[2.345441262250523,48.86230128195589],[2.345437683069289,48.862267086286955],[2.3453858549877795,48.8622694468838],[2.345206727682071,48.86232850825748],[2.3451030700195137,48.862333228321724],[2.3449239421740353,48.862392289268705],[2.344820281610312,48.8623970108714],[2.3446411532361644,48.862456070492435],[2.3446509199074024,48.86248054664586],[2.3447435267862202,48.86260169573911],[2.344747082188876,48.86266310732842],[2.3448408153612452,48.86278069298243],[2.3448413589830612,48.862823527351274],[2.344946714758074,48.862791267113934],[2.3450095975428824,48.862891295784706],[2.3450242237716163,48.862890629375215],[2.3450409523360083,48.86290348085873]]]],""type"":""MultiPolygon""}",https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=41598,"48.86258056047831, 2.3444846148682603",32.0 RUE BERGER 75001,Park,Pa-75001,kfpk3075,kfpk3075_2
2,237.0,SQUARE GUSTAVE MESUREUR,Promenades ouvertes,Square,75013,3195.0,3200.0,303.14209967,1982.0,Unknown,Non,3064,"{""coordinates"":[[[2.3628475557341475,48.83366797497178],[2.362857182337494,48.83366092213964],[2.362767166416464,48.8336043066958],[2.3624521299395953,48.833493201645865],[2.3624452140298406,48.83350117096275],[2.3624018335995793,48.83348501189557],[2.3621630732890293,48.83338485056068],[2.362142708128821,48.833410997233464],[2.3619881994934113,48.83335840726221],[2.3619920261737426,48.83337978499034],[2.3619924593973387,48.83339937465828],[2.3619897779496175,48.83341888565503],[2.36197990387267,48.83344770992196],[2.3619673103193044,48.83347844792742],[2.3619503713351966,48.83350826248162],[2.3619461254304803,48.83351401198098],[2.3620286890631244,48.83353996029723],[2.3620128590259504,48.83356298514264],[2.362210953783912,48.83362622308488],[2.3618773548382,48.834094181270835],[2.3620422470162397,48.834143397431646],[2.362404714729285,48.83387084473994],[2.3626136051264175,48.83399657009848],[2.362616677531813,48.83399431466653],[2.3626190260493107,48.83399254463341],[2.362685894500816,48.833941669327714],[2.3627007947022327,48.83393038879749],[2.362730741438924,48.83390789146669],[2.3628026162500633,48.833853895876445],[2.3628331853206754,48.833830408931505],[2.362900343865665,48.833779394744624],[2.3629503163286376,48.83374143415499],[2.362961154664913,48.83373299284813],[2.362864189220369,48.833677495257454],[2.3628475557341475,48.83366797497178]]],""type"":""Polygon""}",https://b22-pr-v1-iis01.ressources.paris.mdp/MAAP.asp?object=52462,"48.833740704703175, 2.362371217923706",105.0 RUE JEANNE D ARC 75013,Park,Pa-75013,kfpk3075,kfpk3075_3
