"FNAC Paris - Bercy Village","Centre Commercial Bercy Village, 49/53 Cour Saint-Emilion, Paris","playground","48.8336","2.38698","75012","FNAC_75012_1313","pl-75012","kfex3075","kfex3075_1314"
"Fnaca","37-39 Rue des Gâtines, Paris","playground","48.8664","2.3994","75020","Fnac_75020_2480","pl-75020","kfex3075","kfex3075_2481"
"FNJFC - Fédération Nationale des Jardins Familiaux et Collectifs","86 bis Rue Amelot, Paris","park","48.8615","2.36839","75003","FNJF_75003_272","pa-75003","kfex3075","kfex3075_273"
"Folie des Visites","Galerie de la Villette, Paris","amusement_park","48.8923","2.38795","75019","Foli_75019_2354","am-75019","kfex3075","kfex3075_2355"
"Follow Paris","16 bis Rue d'Odessa, Paris","park","48.8421","2.32441","75006","Foll_75006_622","pa-75006","kfex3075","kfex3075_623"
"Fondation Custodia","121 Rue de Lille, Paris","museum","48.8613","2.31974","75001","Fond_75001_121","mu-75001","kfex3075","kfex3075_122"
"Fondation Dina Vierny","59-61 Rue de Grenelle, Paris","museum","48.8548","2.32489","75001","Fond_75001_132","mu-75001","kfex3075","kfex3075_133"
"Fondation Dubuffet","137 Rue de Sèvres, Paris","museum","48.847","2.31761","75006","Fond_75006_667","mu-75006","kfex3075","kfex3075_668"
"Fontaine de la Nymphe marine","176 Rue Saint-Honoré, Paris","park","48.8637","2.335","75001","Font_75001_11","pa-75001","kfex3075","kfex3075_12"
"Fontaine Louvois","4 Rue de Louvois, Paris","park","48.868","2.33757","75001","Font_75001_24","pa-75001","kfex3075","kfex3075_25"
"Fontaine Colbert","6 Rue Colbert, Paris","park","48.8681","2.33886","75001","Font_75001_29","pa-75001","kfex3075","kfex3075_30"
"Fontaine des Innocents","Place Joachim du Bellay, Paris","park","48.8606","2.34803","75001","Font_75001_38","pa-75001","kfex3075","kfex3075_39"
"Fontaine Pastorale","147 Boulevard Saint-Germain, Paris","park","48.8538","2.33408","75001","Font_75001_42","pa-75001","kfex3075","kfex3075_43"
"Fontaine des Fleuves","Place de la Concorde, Paris","park","48.866","2.32151","75001","Font_75001_49","pa-75001","kfex3075","kfex3075_50"
"Fontaine des Mers","Fontaine des Mers, Place de la Concorde, Paris","park","48.865","2.32076","75001","Font_75001_6","pa-75001","kfex3075","kfex3075_7"
"Fontaine de Trévise","14 Cité de Trévise, Paris","park","48.8749","2.34683","75002","Font_75002_197","pa-75002","kfex3075","kfex3075_198"
"fontaine du Vert bois","323-325, Rue Saint-Martin, Paris","park","48.8676","2.35497","75002","font_75002_202","pa-75002","kfex3075","kfex3075_203"
"Fontaine des Quatre-Parties-du-Monde","27M Avenue de l'Observatoire, Paris","park","48.8411","2.33682","75005","Font_75005_497","pa-75005","kfex3075","kfex3075_498"
"Fontaine Place De La Contrescarpe","Place de la Contrescarpe, Paris","park","48.8445","2.34944","75005","Font_75005_499","pa-75005","kfex3075","kfex3075_500"
"Fontaine Guy Lartigue","53 Rue Censier, Paris","park","48.8393","2.35007","75005","Font_75005_514","pa-75005","kfex3075","kfex3075_515"
"Fontaine du Bassin Soufflot","Place Edmond Rostand, Paris","park","48.8474","2.34061","75005","Font_75005_517","pa-75005","kfex3075","kfex3075_518"
"Fontaine De Léda","Paris","park","48.848","2.33931","75005","Font_75005_523","pa-75005","kfex3075","kfex3075_524"
"Fontaine Saint-Sulpice","76 Rue Bonaparte, Paris","park","48.8508","2.33333","75006","Font_75006_599","pa-75006","kfex3075","kfex3075_600"
"Fontaine palatine","12 Rue Garancière, Paris","park","48.8497","2.33591","75006","Font_75006_606","pa-75006","kfex3075","kfex3075_607"
"Fontaine de la rue Cherche-Midi","97 Rue de Sèvres, Paris","park","48.8486","2.32193","75006","Font_75006_612","pa-75006","kfex3075","kfex3075_613"
"Fontaine Saint-Michel","Place Saint-Michel, Paris","park","48.8532","2.34377","75006","Font_75006_624","pa-75006","kfex3075","kfex3075_625"
"Fontaine du Gros Caillou","31 Rue de l'Exposition, Paris","park","48.8584","2.3024","75007","Font_75007_716","pa-75007","kfex3075","kfex3075_717"
"Fontaine à eau","10 Cours la Reine, Paris","park","48.8655","2.31661","75007","Font_75007_731","pa-75007","kfex3075","kfex3075_732"
"Fontaine","11 Rue du Cardinal Mercier, Paris","park","48.8812","2.33015","75008","Font_75008_812","pa-75008","kfex3075","kfex3075_813"
"Fontaine du Cirque","Avenue des Champs-Élysées, Paris","park","48.869","2.3129","75008","Font_75008_825","pa-75008","kfex3075","kfex3075_826"
"Fontaine de la déesse","Paris","park","48.8673","2.31801","75008","Font_75008_832","pa-75008","kfex3075","kfex3075_833"
"Fontaine d'Allée Vivaldi","4-6 Coulée Verte René-Dumont, Paris","museum","48.8409","2.39331","75012","Font_75012_1296","mu-75012","kfex3075","kfex3075_1297"
"Fontaine du Parc","Unnamed Road, Paris","park","48.8282","2.35996","75013","Font_75013_1366","pa-75013","kfex3075","kfex3075_1367"
"Fontaine Béla-Bartók","26 Place de Brazzaville, Paris","park","48.8511","2.28549","75015","Font_75015_1687","pa-75015","kfex3075","kfex3075_1688"
"Forinvest Business Angels","6 Rue de la Tremoille, Paris","park","48.8664","2.30216","75007","Fori_75007_702","pa-75007","kfex3075","kfex3075_703"
"Forma'zoo","24 Rue Jean Nicot, Paris","zoo","48.8599","2.3076","75007","Form_75007_808","zo-75007","kfex3075","kfex3075_809"
"Fort Chabrol","51 Rue de Chabrol, Paris","museum","48.8767","2.35226","75009","Fort_75009_978","mu-75009","kfex3075","kfex3075_979"
"Fountain of Diana","3 Avenue Edward Tuck, Paris","park","48.8659","2.31697","75008","Foun_75008_841","pa-75008","kfex3075","kfex3075_842"
"Fragonard","Le théâtre musée des Capucines, 39 Boulevard des Capucines, Paris","museum","48.8715","2.33025","75001","Frag_75001_117","mu-75001","kfex3075","kfex3075_118"
"France Albion","11 Rue Notre Dame de Lorette, Paris","playground","48.8775","2.33828","75009","Fran_75009_990","pl-75009","kfex3075","kfex3075_991"
"FranceVerte : jardinerie, paysagiste, horticulteur, pépiniériste, fleuriste, ...","30 Rue de Lagny, Paris","park","48.8487","2.40228","75012","Fran_75012_1223","pa-75012","kfex3075","kfex3075_1224"
"Franprix","108 Avenue du Général Michel Bizot, Paris","restaurant","48.8388","2.40441","75012","Fran_75012_1278","re-75012","kfex3075","kfex3075_1279"
"Franprix","276 Avenue Daumesnil, Paris","restaurant","48.8357","2.40544","75012","Fran_75012_1284","re-75012","kfex3075","kfex3075_1285"
"Françoise-Giroud Garden","4 Place d'Italie, Paris","park","48.8307","2.35339","75013","Fran_75013_1361","pa-75013","kfex3075","kfex3075_1362"
"Franprix","11 Rue Delambre, Paris","restaurant","48.8417","2.32841","75014","Fran_75014_1577","re-75014","kfex3075","kfex3075_1578"
"Franprix","38 Avenue Mozart, Paris","restaurant","48.856","2.27058","75016","Fran_75016_1847","re-75016","kfex3075","kfex3075_1848"
"Franprix","116 Rue de la Tour, Paris","restaurant","48.8631","2.27587","75016","Fran_75016_1858","re-75016","kfex3075","kfex3075_1859"
"Franprix","69 Rue de la Tour, Paris","restaurant","48.8613","2.27878","75016","Fran_75016_1866","re-75016","kfex3075","kfex3075_1867"
"Franprix","53 Avenue Paul Doumer, Paris","restaurant","48.86","2.28074","75016","Fran_75016_1872","re-75016","kfex3075","kfex3075_1873"
"Franprix","1 Bis Rue Gounod, Paris","restaurant","48.8824","2.30092","75017","Fran_75017_2009","re-75017","kfex3075","kfex3075_2010"
"Francis Labutte","122 Rue Caulaincourt, Paris","restaurant","48.8896","2.34267","75018","Fran_75018_2100","re-75018","kfex3075","kfex3075_2101"
"Françoise MARTIN TOIT CHEZ MOI","45 Rue Damrémont, Paris","playground","48.8902","2.33397","75018","Fran_75018_2161","pl-75018","kfex3075","kfex3075_2162"
"Franprix","106 Rue Petit, Paris","restaurant","48.8861","2.39161","75019","Fran_75019_2243","re-75019","kfex3075","kfex3075_2244"
"Franprix","37 Avenue de Laumière, Paris","restaurant","48.8844","2.37969","75019","Fran_75019_2264","re-75019","kfex3075","kfex3075_2265"
"Franprix","149 Rue de Crimée, Paris","restaurant","48.8875","2.38025","75019","Fran_75019_2277","re-75019","kfex3075","kfex3075_2278"
"Franprix","2 Rue Georges Auric, Paris","restaurant","48.8848","2.38698","75019","Fran_75019_2288","re-75019","kfex3075","kfex3075_2289"
"Franprix","12 Rue de la Chine, Paris","restaurant","48.8672","2.39954","75020","Fran_75020_2450","re-75020","kfex3075","kfex3075_2451"
"Frédéric-Dard Maquis d'Émerveille Garden","Rue Norvins, Paris","park","48.8874","2.33829","75009","Fréd_75009_933","pa-75009","kfex3075","kfex3075_934"
"Fred Hôtel","11 Avenue Villemain, Paris","playground","48.8322","2.31641","75014","Fred_75014_1616","pl-75014","kfex3075","kfex3075_1617"
"Frenchie","5 Rue du Nil, Paris","restaurant","48.8677","2.34792","75001","Fren_75001_87","re-75001","kfex3075","kfex3075_88"
"French Theory Hotel & Restaurant","18 Rue Cujas, Paris","restaurant","48.8481","2.34224","75004","Fren_75004_436","re-75004","kfex3075","kfex3075_437"
"French Archeology Society","5 Rue Quinault, Paris","museum","48.8447","2.29857","75015","Fren_75015_1741","mu-75015","kfex3075","kfex3075_1742"
"Frenk logs home","22 Avenue de Wagram, Paris","park","48.8762","2.29711","75017","Fren_75017_1956","pa-75017","kfex3075","kfex3075_1957"
"Fresque / Street Art « La Nueve de la 2E DB »","20 Rue Esquirol, Paris","museum","48.8344","2.36101","75005","Fres_75005_582","mu-75005","kfex3075","kfex3075_583"
"Fresh Food","114 Rue de Meaux, Paris","restaurant","48.8856","2.38167","75019","Fres_75019_2270","re-75019","kfex3075","kfex3075_2271"
"Fresque Missak Manouchian (artiste Popof 2012)","49-47 Rue du Surmelin, Paris","museum","48.8696","2.40603","75020","Fres_75020_2453","mu-75020","kfex3075","kfex3075_2454"
"fresque en trompe-l’œil","61 Rue Haxo, Paris","museum","48.8726","2.40387","75020","fres_75020_2455","mu-75020","kfex3075","kfex3075_2456"
"Friends of the National Museum of Natural History","57 Rue Cuvier, Paris","park","48.8445","2.35725","75004","Frie_75004_403","pa-75004","kfex3075","kfex3075_404"
"Friends of the Orsay Museum","62 Rue de Lille, Paris","museum","48.8599","2.32548","75007","Frie_75007_791","mu-75007","kfex3075","kfex3075_792"
"Fukuda sushi","1 Rue des Gâtines, Paris","restaurant","48.8651","2.3973","75020","Fuku_75020_2431","re-75020","kfex3075","kfex3075_2432"
"Full Sun","90 Avenue Parmentier, Paris","restaurant","48.8656","2.37449","75011","Full_75011_1121","re-75011","kfex3075","kfex3075_1122"
"Fundation Luís Viton","17 Rue Bergère, Paris","museum","48.8722","2.34556","75002","Fund_75002_229","mu-75002","kfex3075","kfex3075_230"
"Fuxia","25 Rue des Martyrs, Paris","restaurant","48.8785","2.3396","75009","Fuxi_75009_968","re-75009","kfex3075","kfex3075_969"
"Fuxia - Restaurant Italien Batignolles","69 Place du Docteur Félix Lobligeois, Paris","restaurant","48.8864","2.31793","75017","Fuxi_75017_1965","re-75017","kfex3075","kfex3075_1966"
"Gagosian","9 Rue de Castiglione, Paris","museum","48.8665","2.32815","75001","Gago_75001_159","mu-75001","kfex3075","kfex3075_160"
"Galerie Thérèse","20 Rue Thérèse, Paris","museum","48.8665","2.33467","75001","Gale_75001_149","mu-75001","kfex3075","kfex3075_150"
"Galerie la Ferronnerie","40 Rue de la Folie Méricourt, Paris","museum","48.8635","2.37266","75003","Gale_75003_357","mu-75003","kfex3075","kfex3075_358"
"Galerie Autres Images","16 Rue du Perche, Paris","museum","48.8612","2.36087","75003","Gale_75003_360","mu-75003","kfex3075","kfex3075_361"
"Galerie de Paléontologie et d’Anatomie comparée","2 Rue Buffon, Paris","museum","48.8433","2.36353","75004","Gale_75004_455","mu-75004","kfex3075","kfex3075_456"
"Galerie de Botanique","18 Rue Buffon, Paris","museum","48.8423","2.35955","75004","Gale_75004_457","mu-75004","kfex3075","kfex3075_458"
"Galerie Keller","13 Rue Keller, Paris","museum","48.8543","2.37605","75011","Gale_75011_1133","mu-75011","kfex3075","kfex3075_1134"
"Gallery of Evolution","36 Rue Geoffroy-Saint-Hilaire, Paris","museum","48.8417","2.356","75004","Gall_75004_456","mu-75004","kfex3075","kfex3075_457"
"Gallery of Mineralogy and Geology","36 Rue Geoffroy-Saint-Hilaire, Paris","museum","48.8417","2.357","75004","Gall_75004_458","mu-75004","kfex3075","kfex3075_459"
"Gallery of Frescoes","Gare de Lyon, Place Louis Armand, Paris","museum","48.8452","2.37408","75011","Gall_75011_1134","mu-75011","kfex3075","kfex3075_1135"
"Gambetta Garden","237 Rue des Pyrénées, Paris","park","48.8642","2.39877","75020","Gamb_75020_2369","pa-75020","kfex3075","kfex3075_2370"
"Garden of the botanical school","Allée Becquerel, Paris","park","48.8436","2.35944","75004","Gard_75004_407","pa-75004","kfex3075","kfex3075_408"
"Garden of the Hôtel Salomon de Rothschild","12 Avenue de Friedland, Paris","park","48.875","2.30273","75008","Gard_75008_816","pa-75008","kfex3075","kfex3075_817"
"Garden","19 Rue Martel, Paris","park","48.8745","2.35292","75009","Gard_75009_945","pa-75009","kfex3075","kfex3075_946"
"Gardette Park Hotel","1 Rue du Général Blaise, Paris","playground","48.861","2.37883","75011","Gard_75011_1147","pl-75011","kfex3075","kfex3075_1148"
"Gardens of the Observatory of Paris","98 Boulevard Arago, Paris","park","48.8352","2.33658","75014","Gard_75014_1510","pa-75014","kfex3075","kfex3075_1511"
"Gardidn","23 Rue Jacquier, Paris","park","48.8297","2.31705","75014","Gard_75014_1523","pa-75014","kfex3075","kfex3075_1524"
"Gaston Restaurant","11 Rue Brochant, Paris","restaurant","48.8885","2.31722","75017","Gast_75017_1970","re-75017","kfex3075","kfex3075_1971"
"GCU","72 Boulevard de Courcelles, Paris","park","48.8801","2.30619","75008","GCU_75008_811","pa-75008","kfex3075","kfex3075_812"
"Général-Anselin Square","1 Avenue de Pologne, Paris","park","48.8688","2.27245","75016","Géné_75016_1797","pa-75016","kfex3075","kfex3075_1798"
"Georges","du Centre Georges Pompidou, Place Georges Pompidou 6e étage, Paris","restaurant","48.86","2.35197","75001","Geor_75001_101","re-75001","kfex3075","kfex3075_102"
"Georges-Lamarque Square","8 Place Denfert-Rochereau, Paris","park","48.8348","2.33061","75014","Geor_75014_1524","pa-75014","kfex3075","kfex3075_1525"
"Giacometti Institute","5 Rue Victor Schoelcher, Paris","museum","48.8362","2.33107","75014","Giac_75014_1596","mu-75014","kfex3075","kfex3075_1597"
"Gibier de Chasse","8 Rue Danielle Casanova, Paris","Restaurant","48.8678","2.33291","75002","Gibi_75002_3","Re-75002","kfex3075","kfex3075_4"
"Gloriette de Buffon","55 Rue Geoffroy-Saint-Hilaire, Paris","park","48.8431","2.35593","75005","Glor_75005_509","pa-75005","kfex3075","kfex3075_510"
"Gobelins Manufactory","42 Avenue des Gobelins, Paris","museum","48.835","2.35273","75005","Gobe_75005_560","mu-75005","kfex3075","kfex3075_561"
"GR 14 Sentier des Ardennes De Paris (Ile de France) à Corbion (Belgique)","51 Boulevard Poniatowski, Paris","park","48.8354","2.40654","75012","GR1_75012_1184","pa-75012","kfex3075","kfex3075_1185"
"Grand Hôtel du Palais Royal","4 Rue de Valois, Paris","restaurant","48.8631","2.33791","75001","Gran_75001_53","re-75001","kfex3075","kfex3075_54"
"Grand Café Capucines","4 Boulevard des Capucines, Paris","restaurant","48.8711","2.33364","75001","Gran_75001_91","re-75001","kfex3075","kfex3075_92"
"Grand Hôtel Malher","5 Rue Malher, Paris","playground","48.8557","2.36108","75004","Gran_75004_483","pl-75004","kfex3075","kfex3075_484"
"Grand Hotel Saint Michel","19 Rue Cujas, Paris","playground","48.8478","2.34227","75005","Gran_75005_583","pl-75005","kfex3075","kfex3075_584"
"Grand Hôtel des Balcons","3 Rue Casimir Delavigne, Paris","playground","48.8504","2.33935","75006","Gran_75006_683","pl-75006","kfex3075","kfex3075_684"
"Grand Hôtel de L'Univers","6 Rue Grégoire de Tours, Paris","playground","48.8535","2.33789","75006","Gran_75006_684","pl-75006","kfex3075","kfex3075_685"
"Grand Palais","Paris","museum","48.8661","2.31245","75007","Gran_75007_776","mu-75007","kfex3075","kfex3075_777"
"Grand Palais Éphémère","2 Place Joffre, Paris","museum","48.8532","2.30246","75007","Gran_75007_789","mu-75007","kfex3075","kfex3075_790"
"Grand Hôtel Lévêque","29 Rue Cler, Paris","playground","48.8574","2.30621","75007","Gran_75007_802","pl-75007","kfex3075","kfex3075_803"
"Grand Hotel du Havre","18 Rue d'Amsterdam, Paris","playground","48.8766","2.32701","75008","Gran_75008_911","pl-75008","kfex3075","kfex3075_912"
"Grand Hôtel de Turin","6 Rue Victor Massé, Paris","playground","48.8806","2.33975","75009","Gran_75009_989","pl-75009","kfex3075","kfex3075_990"
"Grand Bleu","67 Boulevard de la Bastille, Paris","restaurant","48.851","2.36861","75011","Gran_75011_1114","re-75011","kfex3075","kfex3075_1115"
"Grand Hôtel Nouvel Opéra.","152 Avenue Ledru Rollin, Paris","playground","48.8554","2.37872","75011","Gran_75011_1157","pl-75011","kfex3075","kfex3075_1158"
"Grand Hotel Dore Paris","201 Avenue Daumesnil, Paris","playground","48.8391","2.39745","75012","Gran_75012_1305","pl-75012","kfex3075","kfex3075_1306"
"Grande Volière","Avenue Daumesnil, Paris","zoo","48.8336","2.41874","75012","Gran_75012_1338","zo-75012","kfex3075","kfex3075_1339"
"Grand Rocher du Parc Zoologique de Paris","Paris","zoo","48.8337","2.41958","75012","Gran_75012_1340","zo-75012","kfex3075","kfex3075_1341"
"Grand Hôtel des Gobelins","57 Boulevard Saint-Marcel, Paris","playground","48.8375","2.35506","75013","Gran_75013_1476","pl-75013","kfex3075","kfex3075_1477"
"Grand Pavois Garden","187 Rue de Lourmel, Paris","park","48.8372","2.28197","75015","Gran_75015_1666","pa-75015","kfex3075","kfex3075_1667"
"Grand Hotel de Clermont","18 Rue Véron, Paris","playground","48.8846","2.33645","75018","Gran_75018_2166","pl-75018","kfex3075","kfex3075_2167"
"Grazie","91 Boulevard Beaumarchais, Paris","restaurant","48.8593","2.36729","75011","Graz_75011_1104","re-75011","kfex3075","kfex3075_1105"
"Groupe Emeth Gestion","21 Rue Leriche, Paris","park","48.835","2.29531","75015","Grou_75015_1663","pa-75015","kfex3075","kfex3075_1664"
"Guerlain Boutique et Suite Facialiste Passy","93 Rue de Passy, Paris","playground","48.858","2.2756","75016","Guer_75016_1895","pl-75016","kfex3075","kfex3075_1896"
"Guérison spirituelle","17 Rue Esclangon, Paris","park","48.8966","2.34316","75018","Guér_75018_2061","pa-75018","kfex3075","kfex3075_2062"
"Guide conférencier : Maxime Paz","33 Rue Ligner, Paris","museum","48.8575","2.39827","75011","Guid_75011_1144","mu-75011","kfex3075","kfex3075_1145"
"Gustave Moreau Museum","14 Rue Catherine de la Rochefoucauld, Paris","museum","48.8779","2.33447","75002","Gust_75002_221","mu-75002","kfex3075","kfex3075_222"
"Halle Saint-Pierre","2 Rue Ronsard, Paris","museum","48.8847","2.34449","75009","Hall_75009_973","mu-75009","kfex3075","kfex3075_974"
"Hammam Pacha","17 Rue Mayet, Paris","restaurant","48.8464","2.31929","75006","Hamm_75006_652","re-75006","kfex3075","kfex3075_653"
"Hana Passy","21 Rue Bois le Vent, Paris","restaurant","48.8575","2.27507","75016","Hana_75016_1844","re-75016","kfex3075","kfex3075_1845"
"Hanoeuf","96 Boulevard Bessières, Paris","museum","48.8967","2.31836","75017","Hano_75017_2017","mu-75017","kfex3075","kfex3075_2018"
"Hard Rock Cafe Paris","14 Boulevard Montmartre, Paris","restaurant","48.8719","2.3416","75001","Hard_75001_57","re-75001","kfex3075","kfex3075_58"
"Havanita","11 Rue de Lappe, Paris","restaurant","48.854","2.3723","75011","Hava_75011_1125","re-75011","kfex3075","kfex3075_1126"
"Hector Malot Garden","17 Rue Hector Malot, Paris","park","48.8471","2.37682","75011","Hect_75011_1061","pa-75011","kfex3075","kfex3075_1062"
"Helen Keller Garden","Angle boulevard des Invalides, Rue de Sèvres, Paris","park","48.8468","2.31623","75006","Hele_75006_626","pa-75006","kfex3075","kfex3075_627"
"Helen Restaurant","3 Rue Berryer, Paris","restaurant","48.8751","2.304","75017","Hele_75017_2011","re-75017","kfex3075","kfex3075_2012"
"HELLOKIDDO","40 Rue Louis Blanc, Paris","museum","48.8817","2.36448","75010","HELL_75010_1041","mu-75010","kfex3075","kfex3075_1042"
"Henri Cartier Bresson Foundation","79 Rue des Archives, Paris","museum","48.863","2.36021","75002","Henr_75002_223","mu-75002","kfex3075","kfex3075_224"
"Henri et Achille Duchêne Garden","144 Rue Vercingétorix, Paris","park","48.8325","2.31063","75014","Henr_75014_1505","pa-75014","kfex3075","kfex3075_1506"
"Henry-Bataille Square","1 Square Henry Bataille, Paris","park","48.8552","2.26254","75016","Henr_75016_1782","pa-75016","kfex3075","kfex3075_1783"
"Henri Sauvage Park","44 Rue Boinod, Paris","park","48.894","2.35225","75018","Henr_75018_2069","pa-75018","kfex3075","kfex3075_2070"
"Hérold Garden","11 Rue Francis Ponge, Paris","park","48.8825","2.39491","75019","Héro_75019_2227","pa-75019","kfex3075","kfex3075_2228"
"Higuma","32bis Rue Sainte-Anne, Paris","restaurant","48.8666","2.33578","75001","Higu_75001_86","re-75001","kfex3075","kfex3075_87"
"Hipotel Paris Père Lachaise République","37 Rue Servan, Paris","playground","48.8612","2.38263","75011","Hipo_75011_1152","pl-75011","kfex3075","kfex3075_1153"
"Hipotel Paris Voltaire Bastille","132 Boulevard Voltaire, Paris","playground","48.8574","2.38045","75011","Hipo_75011_1159","pl-75011","kfex3075","kfex3075_1160"
"Hipotel Paris Olympiades Sacré Cœur","22 Square de Clignancourt, Paris","playground","48.8937","2.34713","75018","Hipo_75018_2157","pl-75018","kfex3075","kfex3075_2158"
"Hipotel Paris Montmartre Gare du Nord","19-21 Rue du Roi d'Alger, Paris","playground","48.8952","2.34784","75018","Hipo_75018_2158","pl-75018","kfex3075","kfex3075_2159"
"Hipotel Paris Gambetta République","236 Rue des Pyrénées, Paris","playground","48.8675","2.39668","75020","Hipo_75020_2458","pl-75020","kfex3075","kfex3075_2459"
"Hippopotamus","1 Boulevard des Capucines, Paris","restaurant","48.8707","2.33392","75009","Hipp_75009_965","re-75009","kfex3075","kfex3075_966"
"Hippopotamus Steakhouse","27/29 Cour Saint-Emilion, Paris","restaurant","48.8332","2.38633","75012","Hipp_75012_1247","re-75012","kfex3075","kfex3075_1248"
"Hippopotamus Steakhouse","68 Boulevard du Montparnasse, Paris","restaurant","48.8434","2.32471","75014","Hipp_75014_1585","re-75014","kfex3075","kfex3075_1586"
"Hippopotamus","46 Avenue de Wagram, Paris","restaurant","48.8775","2.29813","75017","Hipp_75017_1978","re-75017","kfex3075","kfex3075_1979"
"Histovery","10 Rue de Castiglione, Paris","museum","48.866","2.32819","75001","Hist_75001_158","mu-75001","kfex3075","kfex3075_159"
"Historial Charles de Gaulle","129 Rue de Grenelle, Paris","museum","48.8563","2.31317","75006","Hist_75006_675","mu-75006","kfex3075","kfex3075_676"
"Historical Museum","11 Rue Poulbot, Paris","museum","48.8864","2.33997","75009","Hist_75009_974","mu-75009","kfex3075","kfex3075_975"
"HLP Paris","30 Rue Bouret, Paris","restaurant","48.8816","2.37426","75019","HLP_75019_2286","re-75019","kfex3075","kfex3075_2287"
"Holiday Inn Paris Opera - Grands Blvds, an IHG Hotel","30-32 Boulevard Poissonnière, Paris","playground","48.8716","2.34368","75002","Holi_75002_242","pl-75002","kfex3075","kfex3075_243"
"Holiday Inn Paris Palais de l’Elysée, an IHG Hotel","24 Rue de Miromesnil, Paris","playground","48.873","2.31611","75008","Holi_75008_922","pl-75008","kfex3075","kfex3075_923"
"Holiday Inn Paris - Montparnasse Pasteur","10 Rue Gager-Gabillot, Paris","playground","48.8377","2.3062","75015","Holi_75015_1758","pl-75015","kfex3075","kfex3075_1759"
"Holiday Inn Paris - Montmartre, an IHG Hotel","23 Rue Damrémont, Paris","playground","48.8889","2.33315","75018","Holi_75018_2149","pl-75018","kfex3075","kfex3075_2150"
"Holiday Inn Express Paris - Canal de la Villette, an IHG Hotel","68 Quai de la Seine, Paris","playground","48.8883","2.37847","75019","Holi_75019_2310","pl-75019","kfex3075","kfex3075_2311"
"Home Latin","15-17 Rue du Sommerard, Paris","playground","48.8499","2.34625","75004","Home_75004_478","pl-75004","kfex3075","kfex3075_479"
"Home Clean Paris - Service Household Ironing À Domicile","48 Rue Dutot, Paris","park","48.8393","2.30918","75014","Home_75014_1497","pa-75014","kfex3075","kfex3075_1498"
"Home Labels","9 bis Rue Chernoviz, Paris","park","48.8573","2.28147","75016","Home_75016_1802","pa-75016","kfex3075","kfex3075_1803"
"Hôpital-Saint-Louis Garden","1 Avenue Claude Vellefaux, Paris","park","48.8733","2.36755","75003","Hôpi_75003_268","pa-75003","kfex3075","kfex3075_269"
"Hôpital de Vaugirard Garden","Rue de Vaugirard, Paris","park","48.8349","2.29299","75015","Hôpi_75015_1661","pa-75015","kfex3075","kfex3075_1662"
"Hors Antenne","2/8 Rue Gaston Rebuffat, Paris","playground","48.8847","2.36888","75019","Hors_75019_2331","pl-75019","kfex3075","kfex3075_2332"
"Hospital Armand Trousseau Ap-Hp","26 Avenue du Docteur Arnold Netter, Paris","playground","48.8426","2.40541","75012","Hosp_75012_1315","pl-75012","kfex3075","kfex3075_1316"
"Hospital Rothschild Ap-Hp","5 Rue Santerre, Paris","playground","48.8431","2.39844","75012","Hosp_75012_1326","pl-75012","kfex3075","kfex3075_1327"
"House Tristan Tzara","15 Avenue Junot, Paris","museum","48.8881","2.33572","75009","Hous_75009_982","mu-75009","kfex3075","kfex3075_983"
"HSP La Table - Huîtres et Saumons de Passy","17 Rue de l'Annonciation, Paris","restaurant","48.8563","2.2798","75016","HSP_75016_1831","re-75016","kfex3075","kfex3075_1832"
"Hubert LYAUTEY (MARECHAL DE FRANCE)","Military School, Paris","park","48.8538","2.30984","75007","Hube_75007_709","pa-75007","kfex3075","kfex3075_710"
"Hyatt Paris Madeleine","24 Boulevard Malesherbes, Paris","playground","48.8728","2.32163","75008","Hyat_75008_918","pl-75008","kfex3075","kfex3075_919"
"ibis Styles Paris Lafayette Opéra","3/5 Rue de Trévise, Paris","playground","48.8728","2.3449","75002","ibis_75002_241","pl-75002","kfex3075","kfex3075_242"
"ibis Paris Grands Boulevards Opéra 9ème","38 Rue du Faubourg Montmartre, Paris","playground","48.8744","2.34207","75002","ibis_75002_245","pl-75002","kfex3075","kfex3075_246"
"ibis Styles Paris République Le Marais","9 Rue Léon Jouhaux, Paris","playground","48.8691","2.3641","75003","ibis_75003_379","pl-75003","kfex3075","kfex3075_380"
"ibis Paris Tour Eiffel Cambronne 15ème","2 Rue Cambronne, Paris","playground","48.8471","2.30134","75007","ibis_75007_797","pl-75007","kfex3075","kfex3075_798"
"ibis Styles Paris Gare Saint-Lazare","9 Rue de Constantinople, Paris","playground","48.8797","2.32095","75008","ibis_75008_907","pl-75008","kfex3075","kfex3075_908"
"ibis Paris Gare du Nord La Fayette 10ème","122 Rue La Fayette, Paris","playground","48.878","2.35268","75009","ibis_75009_983","pl-75009","kfex3075","kfex3075_984"
"ibis Styles Paris Pigalle Montmartre","3 Rue Frochot, Paris","playground","48.8813","2.33741","75009","ibis_75009_984","pl-75009","kfex3075","kfex3075_985"
"ibis Paris Gare du Nord TGV","31 33 Rue de Saint-Quentin, Paris","playground","48.8792","2.35562","75010","ibis_75010_1048","pl-75010","kfex3075","kfex3075_1049"
"ibis Paris Bastille Faubourg-Saint-Antoine 11ème","13 Rue Trousseau, Paris","playground","48.8518","2.37864","75011","ibis_75011_1148","pl-75011","kfex3075","kfex3075_1149"
